Paper_ID,Paper,Author_ID,Author_name,Paper_Type,Conference_Type,Source_ID,Source,Year,Document_Type,Volume_Proceeding,Reviewer_1_ID,Reviewer_1,Reviewer_2_ID,Reviewer_2,Handler_ID,Handler,Handler_Type,Area_ID,Areas,Review_ID,Reviewer_Decision,Reviewer_Text,Venue_plus_Volume_Proceeding,Proceeding_Volume_ID
53e9b388b7602d9703e6db85,An agent model for incremental rough set-based rule induction in customer relationship management,53f43518dabfaee4dc777a60,Ching-Chin Chern,Poster,Regular Conference,S20300,HAIS (1),2012,Conference,7208,RV61414,Rebecca Williams,RV73068,Brittany Horton,H36259,lcjkheznsq,Chair,AR46632,qualitative information,R50904,Rejected,"Compared to other methods, rough set (RS) has the advantage of combining both qualitative and quantitative information in decision analysis, which is extremely important for customer relationship management (CRM). In this paper, we introduce an application of a multi-agent embedded incremental rough set-based rule induction to CRM, namely Incremental Rough Set-based Rule Induction Agent (IRSRIA). The rule induction is based on creating agents within the main modeling processes. This method is suitable for qualitative information and also takes into account user preferences. Furthermore, we designed an incremental architecture for addressing dynamic database problems of rough set-based rule induction, making it unnecessary to re-compute the whole dataset when the database is updated. As a result, huge degrees of computation time and memory space are saved when executing IRSRIA. Finally, we apply our method to a case study of a cell phone purchase. The results show the practical viability and efficiency of this method, and thus this paper forms the basis for solving many other similar problems that occur in the service industry.",No,No
53e9b38eb7602d9703e6dd19,Finite sets of words and computing,53f4cd31dabfaeed22f804e8,Juhani Karhumäki,Full Paper,None,S27575,MCU,2004,Journal,3354,RV63810,Christopher Montoya,RV76948,Dillon Odonnell,H36350,rqhpurupns,Editor,AR47629,powerful computation,R52326,Accepted,"We discuss about two recent undecidability results in formal language theory. The corresponding problems are very simply formulated questions on finite sets of words. In particular, these results underline how finite sets of words can be used to perform powerful computations.",MCU 3354,VP88312
53e9b38eb7602d9703e6dd36,CPlanT: An Acquaintance Model-Based Coalition Formation Multi-agent System,53f45c75dabfaee2a1d8a37e,Michal Pechoucek,Demo Paper,None,S25802,CEEMAS,2001,Journal,2296,RV64293,Matthew Stewart,RV79291,Kevin Pena,H34827,hnvruyfcvl,Editor,AR48324,coalition formation,R51914,Accepted,"This article will describe the CPlanT multi-agent system that has been designed in order to suggest and test alternative approaches to coalition formation. The system has been implemented for planning the Operations Other Than War (OOTW) coalition, which is the domain with a strong emphasis put on maintaining privacy of communicated information among collaborating actors - agents and important level of autonomy of their decision making. The paper presents a concept of an acquaintance model as computational models of agents' mutual awareness. In the acquaintance model the agents administer and maintain different types social knowledge that are exploited in the coalition formation process.",CEEMAS 2296,VP83245
53e9b38eb7602d9703e6dd36,CPlanT: An Acquaintance Model-Based Coalition Formation Multi-agent System,544081f9dabfae805a6c85a4,Vladimír Marík,Demo Paper,None,S25802,CEEMAS,2001,Journal,2296,RV64293,Matthew Stewart,RV79291,Kevin Pena,H34827,hnvruyfcvl,Editor,AR48324,coalition formation,R51914,Accepted,"This article will describe the CPlanT multi-agent system that has been designed in order to suggest and test alternative approaches to coalition formation. The system has been implemented for planning the Operations Other Than War (OOTW) coalition, which is the domain with a strong emphasis put on maintaining privacy of communicated information among collaborating actors - agents and important level of autonomy of their decision making. The paper presents a concept of an acquaintance model as computational models of agents' mutual awareness. In the acquaintance model the agents administer and maintain different types social knowledge that are exploited in the coalition formation process.",CEEMAS 2296,VP83245
53e9b38eb7602d9703e6dd36,CPlanT: An Acquaintance Model-Based Coalition Formation Multi-agent System,53f430cbdabfaedf43541b87,Jaroslav Barta,Demo Paper,None,S25802,CEEMAS,2001,Journal,2296,RV64293,Matthew Stewart,RV79291,Kevin Pena,H34827,hnvruyfcvl,Editor,AR48324,coalition formation,R51914,Accepted,"This article will describe the CPlanT multi-agent system that has been designed in order to suggest and test alternative approaches to coalition formation. The system has been implemented for planning the Operations Other Than War (OOTW) coalition, which is the domain with a strong emphasis put on maintaining privacy of communicated information among collaborating actors - agents and important level of autonomy of their decision making. The paper presents a concept of an acquaintance model as computational models of agents' mutual awareness. In the acquaintance model the agents administer and maintain different types social knowledge that are exploited in the coalition formation process.",CEEMAS 2296,VP83245
53e9b38eb7602d9703e6dd6a,WMPI - Message Passing Interface for Win32 Clusters,53f434badabfaedd74d9129f,José Marinho,Short Paper,Expert Group,S23896,PVM/MPI,1998,Conference,1497,RV66055,Jessica Horton,RV79898,Joshua Baker,H35102,eumsibgbbx,Chair,AR43794,win32 clusters,R52220,Accepted,"This paper describes WMPI1, the first full implementation of the Message Passing Interface standard (MPI) for clusters of Microsoft's Windows platforms (Win32). Its internal architecture and user interface are presented, along with some performance test results (for release v1.1), that evaluate how much of the total underlying system capacity for communication is delivered to the MPI based parallel applications. WMPI is based on MPICH, a portable implementation of the MPI standard for UNIX® machines from the Argonne National Laboratory and, even when performance requisites cannot be satisfied, it is a useful tool for application developing, teaching and training. WMPI processes are also compatible with MPICH processes running on Unix workstations.",PVM/MPI 1497,VP87457
53e9b38eb7602d9703e6dd6a,WMPI - Message Passing Interface for Win32 Clusters,548573b5dabfae8a11fb29f0,João Gabriel Silva,Short Paper,Expert Group,S23896,PVM/MPI,1998,Conference,1497,RV66055,Jessica Horton,RV79898,Joshua Baker,H35102,eumsibgbbx,Chair,AR43794,win32 clusters,R52220,Accepted,"This paper describes WMPI1, the first full implementation of the Message Passing Interface standard (MPI) for clusters of Microsoft's Windows platforms (Win32). Its internal architecture and user interface are presented, along with some performance test results (for release v1.1), that evaluate how much of the total underlying system capacity for communication is delivered to the MPI based parallel applications. WMPI is based on MPICH, a portable implementation of the MPI standard for UNIX® machines from the Argonne National Laboratory and, even when performance requisites cannot be satisfied, it is a useful tool for application developing, teaching and training. WMPI processes are also compatible with MPICH processes running on Unix workstations.",PVM/MPI 1497,VP87457
53e9b38eb7602d9703e6dbef,Wavelet-Based Image Compression on the Reconfigurable Computer ACE-V,53f4ce05dabfaeed1df8135c,Hagen Gädke,Full Paper,Symposium,S28709,Lecture Notes in Computer Science,2004,Conference,3203,RV63105,Joe Gonzalez,RV77700,Carrie Wong,H39665,xftubfzads,Chair,AR46204,image compression,R52063,Accepted,"Wavelet-based image compression has been suggested previously as a means to evaluate and compare both traditional and reconfigurable computers in terms of performance and resource requirements. We present a reconfigurable implementation of such an application that not only achieves a performance comparable to that of recent CPUs, but does so at a fraction of their power consumption.",Lecture Notes in Computer Science 3203,VP81423
53e9b38eb7602d9703e6dbef,Wavelet-Based Image Compression on the Reconfigurable Computer ACE-V,5440e4cadabfae805a7057d8,Andreas Koch,Full Paper,Symposium,S28709,Lecture Notes in Computer Science,2004,Conference,3203,RV63105,Joe Gonzalez,RV77700,Carrie Wong,H39665,xftubfzads,Chair,AR46204,image compression,R52063,Accepted,"Wavelet-based image compression has been suggested previously as a means to evaluate and compare both traditional and reconfigurable computers in terms of performance and resource requirements. We present a reconfigurable implementation of such an application that not only achieves a performance comparable to that of recent CPUs, but does so at a fraction of their power consumption.",Lecture Notes in Computer Science 3203,VP81423
53e9b38eb7602d9703e6dd96,Adding Trust to P2P Distribution of Paid Content,53f383dedabfae4b34a065c2,Alex Sherman,Poster,Regular Conference,S26288,ISC,2009,Conference,5735,RV66782,Adam Poole,RV77134,Penny Li,H33273,nvbimdeirh,Chair,AR40694,p2p distribution,R55320,Rejected,"While peer-to-peer (P2P) file-sharing is a powerful and cost-effective content distribution model, most paid-for digital-content providers (CPs) use direct download to deliver their content. CPs are hesitant to rely on a P2P distribution model because it introduces a number of security concerns including content pollution by malicious peers, and lack of enforcement of authorized downloads. Furthermore, because users communicate directly with one another, the users can easily form illegal file-sharing clusters to exchange copyrighted content. Such exchange could hurt the content providers' profits. We present a P2P system TP2P, where we introduce a notion of trusted auditors (TAs). TAs are P2P peers that police the system by covertly monitoring and taking measures against misbehaving peers. This policing allows TP2P to enable a stronger security model making P2P a viable alternative for the distribution of paid digital content. Through analysis and simulation, we show the effectiveness of even a small number of TAs at policing the system. In a system with as many as 60% of misbehaving users, even a small number of TAs can detect 99% of illegal cluster formation. We develop a simple economic model to show that even with such a large presence of malicious nodes, TP2P can improve CP's profits (which could translate to user savings) by 62% to 122%, even while assuming conservative estimates of content and bandwidth costs. We implemented TP2P as a layer on top of BitTorrent and demonstrated experimentally using PlanetLab that our system provides trusted P2P file sharing with negligible performance overhead.",No,No
53e9b38eb7602d9703e6dd96,Adding Trust to P2P Distribution of Paid Content,5487393adabfae9b401343b0,Angelos Stavrou,Poster,Regular Conference,S26288,ISC,2009,Conference,5735,RV66782,Adam Poole,RV77134,Penny Li,H33273,nvbimdeirh,Chair,AR40694,p2p distribution,R55320,Rejected,"While peer-to-peer (P2P) file-sharing is a powerful and cost-effective content distribution model, most paid-for digital-content providers (CPs) use direct download to deliver their content. CPs are hesitant to rely on a P2P distribution model because it introduces a number of security concerns including content pollution by malicious peers, and lack of enforcement of authorized downloads. Furthermore, because users communicate directly with one another, the users can easily form illegal file-sharing clusters to exchange copyrighted content. Such exchange could hurt the content providers' profits. We present a P2P system TP2P, where we introduce a notion of trusted auditors (TAs). TAs are P2P peers that police the system by covertly monitoring and taking measures against misbehaving peers. This policing allows TP2P to enable a stronger security model making P2P a viable alternative for the distribution of paid digital content. Through analysis and simulation, we show the effectiveness of even a small number of TAs at policing the system. In a system with as many as 60% of misbehaving users, even a small number of TAs can detect 99% of illegal cluster formation. We develop a simple economic model to show that even with such a large presence of malicious nodes, TP2P can improve CP's profits (which could translate to user savings) by 62% to 122%, even while assuming conservative estimates of content and bandwidth costs. We implemented TP2P as a layer on top of BitTorrent and demonstrated experimentally using PlanetLab that our system provides trusted P2P file sharing with negligible performance overhead.",No,No
53e9b38eb7602d9703e6dd96,Adding Trust to P2P Distribution of Paid Content,5489ceaddabfae8a11fb480e,Jason Nieh,Poster,Regular Conference,S26288,ISC,2009,Conference,5735,RV66782,Adam Poole,RV77134,Penny Li,H33273,nvbimdeirh,Chair,AR40694,p2p distribution,R55320,Rejected,"While peer-to-peer (P2P) file-sharing is a powerful and cost-effective content distribution model, most paid-for digital-content providers (CPs) use direct download to deliver their content. CPs are hesitant to rely on a P2P distribution model because it introduces a number of security concerns including content pollution by malicious peers, and lack of enforcement of authorized downloads. Furthermore, because users communicate directly with one another, the users can easily form illegal file-sharing clusters to exchange copyrighted content. Such exchange could hurt the content providers' profits. We present a P2P system TP2P, where we introduce a notion of trusted auditors (TAs). TAs are P2P peers that police the system by covertly monitoring and taking measures against misbehaving peers. This policing allows TP2P to enable a stronger security model making P2P a viable alternative for the distribution of paid digital content. Through analysis and simulation, we show the effectiveness of even a small number of TAs at policing the system. In a system with as many as 60% of misbehaving users, even a small number of TAs can detect 99% of illegal cluster formation. We develop a simple economic model to show that even with such a large presence of malicious nodes, TP2P can improve CP's profits (which could translate to user savings) by 62% to 122%, even while assuming conservative estimates of content and bandwidth costs. We implemented TP2P as a layer on top of BitTorrent and demonstrated experimentally using PlanetLab that our system provides trusted P2P file sharing with negligible performance overhead.",No,No
53e9b38eb7602d9703e6dd96,Adding Trust to P2P Distribution of Paid Content,53f4ab34dabfaeb22f575ac2,Angelos D. Keromytis,Poster,Regular Conference,S26288,ISC,2009,Conference,5735,RV66782,Adam Poole,RV77134,Penny Li,H33273,nvbimdeirh,Chair,AR40694,p2p distribution,R55320,Rejected,"While peer-to-peer (P2P) file-sharing is a powerful and cost-effective content distribution model, most paid-for digital-content providers (CPs) use direct download to deliver their content. CPs are hesitant to rely on a P2P distribution model because it introduces a number of security concerns including content pollution by malicious peers, and lack of enforcement of authorized downloads. Furthermore, because users communicate directly with one another, the users can easily form illegal file-sharing clusters to exchange copyrighted content. Such exchange could hurt the content providers' profits. We present a P2P system TP2P, where we introduce a notion of trusted auditors (TAs). TAs are P2P peers that police the system by covertly monitoring and taking measures against misbehaving peers. This policing allows TP2P to enable a stronger security model making P2P a viable alternative for the distribution of paid digital content. Through analysis and simulation, we show the effectiveness of even a small number of TAs at policing the system. In a system with as many as 60% of misbehaving users, even a small number of TAs can detect 99% of illegal cluster formation. We develop a simple economic model to show that even with such a large presence of malicious nodes, TP2P can improve CP's profits (which could translate to user savings) by 62% to 122%, even while assuming conservative estimates of content and bandwidth costs. We implemented TP2P as a layer on top of BitTorrent and demonstrated experimentally using PlanetLab that our system provides trusted P2P file sharing with negligible performance overhead.",No,No
53e9b38eb7602d9703e6dd96,Adding Trust to P2P Distribution of Paid Content,5602764645cedb3395fa6ba5,Cliff Stein,Poster,Regular Conference,S26288,ISC,2009,Conference,5735,RV66782,Adam Poole,RV77134,Penny Li,H33273,nvbimdeirh,Chair,AR40694,p2p distribution,R55320,Rejected,"While peer-to-peer (P2P) file-sharing is a powerful and cost-effective content distribution model, most paid-for digital-content providers (CPs) use direct download to deliver their content. CPs are hesitant to rely on a P2P distribution model because it introduces a number of security concerns including content pollution by malicious peers, and lack of enforcement of authorized downloads. Furthermore, because users communicate directly with one another, the users can easily form illegal file-sharing clusters to exchange copyrighted content. Such exchange could hurt the content providers' profits. We present a P2P system TP2P, where we introduce a notion of trusted auditors (TAs). TAs are P2P peers that police the system by covertly monitoring and taking measures against misbehaving peers. This policing allows TP2P to enable a stronger security model making P2P a viable alternative for the distribution of paid digital content. Through analysis and simulation, we show the effectiveness of even a small number of TAs at policing the system. In a system with as many as 60% of misbehaving users, even a small number of TAs can detect 99% of illegal cluster formation. We develop a simple economic model to show that even with such a large presence of malicious nodes, TP2P can improve CP's profits (which could translate to user savings) by 62% to 122%, even while assuming conservative estimates of content and bandwidth costs. We implemented TP2P as a layer on top of BitTorrent and demonstrated experimentally using PlanetLab that our system provides trusted P2P file sharing with negligible performance overhead.",No,No
53e9b38eb7602d9703e6dc12,Application of CLIPS Expert System to Malware Detection System,53f4678bdabfaedf4364aa6d,Ruili Zhou,Full Paper,None,S28538,CIS (1),2008,Journal,1,RV63305,Samantha Mckinney,RV71473,Patrick Johnson,H30921,tcbskusmph,Editor,AR43029,expert system,R58378,Accepted,"Malware detection is a crucial aspect of software security. Traditional signature-based detection method cannot detect zero-day attacks and some malware adopting some circumvention techniques such as polymorphic, metamorphic, obfuscation and packer. So some anomaly-based detection techniques are introduced to overcome this drawback, but these techniques have high false alarm rate and the complexity involved in determining what features should be learned in the training phase. In order to overcome these shortcomings, we propose a malware detection system based on expert systems in this paper. This system integrates signature-based analysis and anomaly-detection technique together. The signature is anomaly behavioral signatures. Accord to expertise about malware’s major suspicious behaviors, we build the knowledge base of the expert system. And we design a behavior gathering component to intercept anomaly behaviors happened in the operating system and get significant traces leaved by malware, then present these behaviors and traces as facts. The expert system uses the knowledge base and behaviors facts to infer and give the results. This system can detect not only known malware, but some zero-day attacks using known techniques and also malware adopting low-level techniques, such as polymorphic and packer.",CIS (1) 1,VP82793
53e9b38eb7602d9703e6dc12,Application of CLIPS Expert System to Malware Detection System,53f45b01dabfaedf4361caf7,Jianfeng Pan,Full Paper,None,S28538,CIS (1),2008,Journal,1,RV63305,Samantha Mckinney,RV71473,Patrick Johnson,H30921,tcbskusmph,Editor,AR43029,expert system,R58378,Accepted,"Malware detection is a crucial aspect of software security. Traditional signature-based detection method cannot detect zero-day attacks and some malware adopting some circumvention techniques such as polymorphic, metamorphic, obfuscation and packer. So some anomaly-based detection techniques are introduced to overcome this drawback, but these techniques have high false alarm rate and the complexity involved in determining what features should be learned in the training phase. In order to overcome these shortcomings, we propose a malware detection system based on expert systems in this paper. This system integrates signature-based analysis and anomaly-detection technique together. The signature is anomaly behavioral signatures. Accord to expertise about malware’s major suspicious behaviors, we build the knowledge base of the expert system. And we design a behavior gathering component to intercept anomaly behaviors happened in the operating system and get significant traces leaved by malware, then present these behaviors and traces as facts. The expert system uses the knowledge base and behaviors facts to infer and give the results. This system can detect not only known malware, but some zero-day attacks using known techniques and also malware adopting low-level techniques, such as polymorphic and packer.",CIS (1) 1,VP82793
53e9b38eb7602d9703e6dc12,Application of CLIPS Expert System to Malware Detection System,53f44b98dabfaeee22a0bf5f,Xiaobin Tan,Full Paper,None,S28538,CIS (1),2008,Journal,1,RV63305,Samantha Mckinney,RV71473,Patrick Johnson,H30921,tcbskusmph,Editor,AR43029,expert system,R58378,Accepted,"Malware detection is a crucial aspect of software security. Traditional signature-based detection method cannot detect zero-day attacks and some malware adopting some circumvention techniques such as polymorphic, metamorphic, obfuscation and packer. So some anomaly-based detection techniques are introduced to overcome this drawback, but these techniques have high false alarm rate and the complexity involved in determining what features should be learned in the training phase. In order to overcome these shortcomings, we propose a malware detection system based on expert systems in this paper. This system integrates signature-based analysis and anomaly-detection technique together. The signature is anomaly behavioral signatures. Accord to expertise about malware’s major suspicious behaviors, we build the knowledge base of the expert system. And we design a behavior gathering component to intercept anomaly behaviors happened in the operating system and get significant traces leaved by malware, then present these behaviors and traces as facts. The expert system uses the knowledge base and behaviors facts to infer and give the results. This system can detect not only known malware, but some zero-day attacks using known techniques and also malware adopting low-level techniques, such as polymorphic and packer.",CIS (1) 1,VP82793
53e9b38eb7602d9703e6dc12,Application of CLIPS Expert System to Malware Detection System,54410d39dabfae805a723109,Hongsheng Xi,Full Paper,None,S28538,CIS (1),2008,Journal,1,RV63305,Samantha Mckinney,RV71473,Patrick Johnson,H30921,tcbskusmph,Editor,AR43029,expert system,R58378,Accepted,"Malware detection is a crucial aspect of software security. Traditional signature-based detection method cannot detect zero-day attacks and some malware adopting some circumvention techniques such as polymorphic, metamorphic, obfuscation and packer. So some anomaly-based detection techniques are introduced to overcome this drawback, but these techniques have high false alarm rate and the complexity involved in determining what features should be learned in the training phase. In order to overcome these shortcomings, we propose a malware detection system based on expert systems in this paper. This system integrates signature-based analysis and anomaly-detection technique together. The signature is anomaly behavioral signatures. Accord to expertise about malware’s major suspicious behaviors, we build the knowledge base of the expert system. And we design a behavior gathering component to intercept anomaly behaviors happened in the operating system and get significant traces leaved by malware, then present these behaviors and traces as facts. The expert system uses the knowledge base and behaviors facts to infer and give the results. This system can detect not only known malware, but some zero-day attacks using known techniques and also malware adopting low-level techniques, such as polymorphic and packer.",CIS (1) 1,VP82793
53e9b38eb7602d9703e6de3d,Moving cast shadows detection based on ratio edge,53f4b8f7dabfaed83b77b46e,Wei Zhang,Poster,Expert Group,S24675,ICPR (4),2006,Conference,4,RV68564,Jeremy Young,RV73224,Victoria Hebert,H30732,lsctffsyfr,Chair,AR47305,physical model,R52383,Accepted,"In this paper we propose a novel method for moving cast shadows detection. Based on the analysis to the physical model of moving shadows, we prove that the ratio edge is illumination invariant. The distribution of the ratio edge is discussed and a significance test is performed to classify each image pixel into foreground object or moving shadow. Experimental results on typical scenes show that the proposed method can detect moving shadows robustly.",ICPR (4) 4,VP81780
53e9b38eb7602d9703e6de3d,Moving cast shadows detection based on ratio edge,53f4383cdabfaee2a1cf7a4a,Xiangzhong Fang,Poster,Expert Group,S24675,ICPR (4),2006,Conference,4,RV68564,Jeremy Young,RV73224,Victoria Hebert,H30732,lsctffsyfr,Chair,AR47305,physical model,R52383,Accepted,"In this paper we propose a novel method for moving cast shadows detection. Based on the analysis to the physical model of moving shadows, we prove that the ratio edge is illumination invariant. The distribution of the ratio edge is discussed and a significance test is performed to classify each image pixel into foreground object or moving shadow. Experimental results on typical scenes show that the proposed method can detect moving shadows robustly.",ICPR (4) 4,VP81780
53e9b38eb7602d9703e6de3d,Moving cast shadows detection based on ratio edge,542a9df6dabfae646d5782d2,Xiaokang Yang,Poster,Expert Group,S24675,ICPR (4),2006,Conference,4,RV68564,Jeremy Young,RV73224,Victoria Hebert,H30732,lsctffsyfr,Chair,AR47305,physical model,R52383,Accepted,"In this paper we propose a novel method for moving cast shadows detection. Based on the analysis to the physical model of moving shadows, we prove that the ratio edge is illumination invariant. The distribution of the ratio edge is discussed and a significance test is performed to classify each image pixel into foreground object or moving shadow. Experimental results on typical scenes show that the proposed method can detect moving shadows robustly.",ICPR (4) 4,VP81780
53e9b38eb7602d9703e6de50,An approach to distance estimation with stereo vision using address-event-representation,53f42fe2dabfaedf435360ac,M. Domínguez-Morales,Full Paper,None,S29860,ICONIP (1),2011,Journal,7062,RV64674,Amanda Mckinney,RV74438,John Miller,H33451,drwgopghfc,Editor,AR49286,distance estimation,R59928,Accepted,"Image processing in digital computer systems usually considers the visual information as a sequence of frames. These frames are from cameras that capture reality for a short period of time. They are renewed and transmitted at a rate of 25-30 fps (typical real-time scenario). Digital video processing has to process each frame in order to obtain a result or detect a feature. In stereo vision, existing algorithms used for distance estimation use frames from two digital cameras and process them pixel by pixel to obtain similarities and differences from both frames; after that, depending on the scene and the features extracted, an estimate of the distance of the different objects of the scene is calculated. Spike-based processing is a relatively new approach that implements the processing by manipulating spikes one by one at the time they are transmitted, like a human brain. The mammal nervous system is able to solve much more complex problems, such as visual recognition by manipulating neuron spikes. The spike-based philosophy for visual information processing based on the neuro-inspired Address-Event-Representation (AER) is achieving nowadays very high performances. In this work we propose a two-DVS-retina system, composed of other elements in a chain, which allow us to obtain a distance estimation of the moving objects in a close environment. We will analyze each element of this chain and propose a Multi Hold&Fire algorithm that obtains the differences between both retinas.",ICONIP (1) 7062,VP81995
53e9b38eb7602d9703e6de50,An approach to distance estimation with stereo vision using address-event-representation,53f42e8edabfaedf43525d0d,A. Jimenez-Fernandez,Full Paper,None,S29860,ICONIP (1),2011,Journal,7062,RV64674,Amanda Mckinney,RV74438,John Miller,H33451,drwgopghfc,Editor,AR49286,distance estimation,R59928,Accepted,"Image processing in digital computer systems usually considers the visual information as a sequence of frames. These frames are from cameras that capture reality for a short period of time. They are renewed and transmitted at a rate of 25-30 fps (typical real-time scenario). Digital video processing has to process each frame in order to obtain a result or detect a feature. In stereo vision, existing algorithms used for distance estimation use frames from two digital cameras and process them pixel by pixel to obtain similarities and differences from both frames; after that, depending on the scene and the features extracted, an estimate of the distance of the different objects of the scene is calculated. Spike-based processing is a relatively new approach that implements the processing by manipulating spikes one by one at the time they are transmitted, like a human brain. The mammal nervous system is able to solve much more complex problems, such as visual recognition by manipulating neuron spikes. The spike-based philosophy for visual information processing based on the neuro-inspired Address-Event-Representation (AER) is achieving nowadays very high performances. In this work we propose a two-DVS-retina system, composed of other elements in a chain, which allow us to obtain a distance estimation of the moving objects in a close environment. We will analyze each element of this chain and propose a Multi Hold&Fire algorithm that obtains the differences between both retinas.",ICONIP (1) 7062,VP81995
53e9b38eb7602d9703e6de50,An approach to distance estimation with stereo vision using address-event-representation,54341d5ddabfaebba5842e57,R. Paz,Full Paper,None,S29860,ICONIP (1),2011,Journal,7062,RV64674,Amanda Mckinney,RV74438,John Miller,H33451,drwgopghfc,Editor,AR49286,distance estimation,R59928,Accepted,"Image processing in digital computer systems usually considers the visual information as a sequence of frames. These frames are from cameras that capture reality for a short period of time. They are renewed and transmitted at a rate of 25-30 fps (typical real-time scenario). Digital video processing has to process each frame in order to obtain a result or detect a feature. In stereo vision, existing algorithms used for distance estimation use frames from two digital cameras and process them pixel by pixel to obtain similarities and differences from both frames; after that, depending on the scene and the features extracted, an estimate of the distance of the different objects of the scene is calculated. Spike-based processing is a relatively new approach that implements the processing by manipulating spikes one by one at the time they are transmitted, like a human brain. The mammal nervous system is able to solve much more complex problems, such as visual recognition by manipulating neuron spikes. The spike-based philosophy for visual information processing based on the neuro-inspired Address-Event-Representation (AER) is achieving nowadays very high performances. In this work we propose a two-DVS-retina system, composed of other elements in a chain, which allow us to obtain a distance estimation of the moving objects in a close environment. We will analyze each element of this chain and propose a Multi Hold&Fire algorithm that obtains the differences between both retinas.",ICONIP (1) 7062,VP81995
53e9b38eb7602d9703e6de50,An approach to distance estimation with stereo vision using address-event-representation,53f45d82dabfaedd74e47e06,M. R. López-Torres,Full Paper,None,S29860,ICONIP (1),2011,Journal,7062,RV64674,Amanda Mckinney,RV74438,John Miller,H33451,drwgopghfc,Editor,AR49286,distance estimation,R59928,Accepted,"Image processing in digital computer systems usually considers the visual information as a sequence of frames. These frames are from cameras that capture reality for a short period of time. They are renewed and transmitted at a rate of 25-30 fps (typical real-time scenario). Digital video processing has to process each frame in order to obtain a result or detect a feature. In stereo vision, existing algorithms used for distance estimation use frames from two digital cameras and process them pixel by pixel to obtain similarities and differences from both frames; after that, depending on the scene and the features extracted, an estimate of the distance of the different objects of the scene is calculated. Spike-based processing is a relatively new approach that implements the processing by manipulating spikes one by one at the time they are transmitted, like a human brain. The mammal nervous system is able to solve much more complex problems, such as visual recognition by manipulating neuron spikes. The spike-based philosophy for visual information processing based on the neuro-inspired Address-Event-Representation (AER) is achieving nowadays very high performances. In this work we propose a two-DVS-retina system, composed of other elements in a chain, which allow us to obtain a distance estimation of the moving objects in a close environment. We will analyze each element of this chain and propose a Multi Hold&Fire algorithm that obtains the differences between both retinas.",ICONIP (1) 7062,VP81995
53e9b38eb7602d9703e6de50,An approach to distance estimation with stereo vision using address-event-representation,53f4391adabfaefedbae2c16,E. Cerezuela-Escudero,Full Paper,None,S29860,ICONIP (1),2011,Journal,7062,RV64674,Amanda Mckinney,RV74438,John Miller,H33451,drwgopghfc,Editor,AR49286,distance estimation,R59928,Accepted,"Image processing in digital computer systems usually considers the visual information as a sequence of frames. These frames are from cameras that capture reality for a short period of time. They are renewed and transmitted at a rate of 25-30 fps (typical real-time scenario). Digital video processing has to process each frame in order to obtain a result or detect a feature. In stereo vision, existing algorithms used for distance estimation use frames from two digital cameras and process them pixel by pixel to obtain similarities and differences from both frames; after that, depending on the scene and the features extracted, an estimate of the distance of the different objects of the scene is calculated. Spike-based processing is a relatively new approach that implements the processing by manipulating spikes one by one at the time they are transmitted, like a human brain. The mammal nervous system is able to solve much more complex problems, such as visual recognition by manipulating neuron spikes. The spike-based philosophy for visual information processing based on the neuro-inspired Address-Event-Representation (AER) is achieving nowadays very high performances. In this work we propose a two-DVS-retina system, composed of other elements in a chain, which allow us to obtain a distance estimation of the moving objects in a close environment. We will analyze each element of this chain and propose a Multi Hold&Fire algorithm that obtains the differences between both retinas.",ICONIP (1) 7062,VP81995
53e9b38eb7602d9703e6de50,An approach to distance estimation with stereo vision using address-event-representation,53f42fc4dabfaee4dc737419,A. Linares-Barranco,Full Paper,None,S29860,ICONIP (1),2011,Journal,7062,RV64674,Amanda Mckinney,RV74438,John Miller,H33451,drwgopghfc,Editor,AR49286,distance estimation,R59928,Accepted,"Image processing in digital computer systems usually considers the visual information as a sequence of frames. These frames are from cameras that capture reality for a short period of time. They are renewed and transmitted at a rate of 25-30 fps (typical real-time scenario). Digital video processing has to process each frame in order to obtain a result or detect a feature. In stereo vision, existing algorithms used for distance estimation use frames from two digital cameras and process them pixel by pixel to obtain similarities and differences from both frames; after that, depending on the scene and the features extracted, an estimate of the distance of the different objects of the scene is calculated. Spike-based processing is a relatively new approach that implements the processing by manipulating spikes one by one at the time they are transmitted, like a human brain. The mammal nervous system is able to solve much more complex problems, such as visual recognition by manipulating neuron spikes. The spike-based philosophy for visual information processing based on the neuro-inspired Address-Event-Representation (AER) is achieving nowadays very high performances. In this work we propose a two-DVS-retina system, composed of other elements in a chain, which allow us to obtain a distance estimation of the moving objects in a close environment. We will analyze each element of this chain and propose a Multi Hold&Fire algorithm that obtains the differences between both retinas.",ICONIP (1) 7062,VP81995
